,Comment,Rating,r
412,1.Great design2. Big battery 5000mah3. Big screen4. Great deal with respect to money5. Good feel6. Good earphones7. Powerful charger 8. Great processor 710AIE9. Good camera 32mp and triple camera  totally grateful experience with PRO,5,1
413,After 1 week of use I'm writing this.Pros:-1. Excellent Rear Camera 👌2. Good Volume output both speaker and earphones.3. Smooth Processing..712 processor doing great.4. Very Good Ram Management.5. Accurate Fingerprint Sensor.6. Dedicated Gaming Mode😎.7. Good Build quality.Cons:-1. Too much Saturation from Front Camera.2. Battery is Okay 😅 3. Display is Good but not that much great... we've other phones with AMOLED Displays at this Price Range.4. Not sure about the regular upda...,4,1
414,First of all this is the most premium looking Vivo phone. I got the Sonic blue colour and its awesome!.The cameras are great with lots of manual controls. Video quality is normal and satisfactory.The front camera is really good.The best part of this phone id the huge display. Its good to see and the small punch hole stays hidden most of the time. Youtube and other videos look exceptional on this screen. Also amazing performance even on the 4gb variant !! No heating issues.,5,1
415,"absolutely amazing device in this price range ... In hand feel is awesome , Thank you team #vivo @vivo for provide such an amazing device , it has decent camera , decent battery backup , good sound quality and others necessary things ..",5,1
416,nice product nice camera front and back  value for money  mobile is little weight is there and no USB c type charger other wise nice product..wait couple  of days after only full review...,4,1
417,Super fast delivery  and battery very strong looking is super camera quality is very good gaming is very smooth play,5,1
418,No words to express.. Im writing this review after using it for almost 11 months.. Yes u heard it right.. And im still in love with this phone.. The camera is awesume.. Battery is too good 5000mah that would last the whole day even after too much of usage.. This is definately the best smart phone in this price range..,5,1
419,"Excellent display experience, battery back up decent,front camera excellent and you can click real image not oversaturated image. rear camera amazing as well. funtouch OS experience is also amazing. I have also used MIUI interface in Redme note 4 but I am pretty much impressed with fun touch Os of vivo z1 pro. at the end I can say it's fully value for money.",5,1
420,I am a first user of this vivo phone.  Is a value for money don't think  about anything just go for it. Redmi k20 and pro and realme x and oppo k3 is upcoming mobiles.in this upcoming all r having popup cameras. I think in popup cameras r getting some problems in features. this is my suggestion  only. Let's come to the mobile the processor snp 712 is equal to flagship mobile. the apps are downloading very fast. in this price segment cameras r looking good. Battery power is excellent with 18 w...,5,1
421,Absolutely 100 percent honest review.  Using vivo z1 pro since 3 days.  Battery is pretty  impressive. Screen is good. viewing angles are good.  u get nice full screen because of punch hole display.Face unlock  and finger print unlock are sooper fast. just like bang. Sound quality is OK for me.  Not too good not bad also. Build quality is average. design OK OK. Comes under heavy weight 201 GM feels also heavy.  Cameras good for still photography. If u are about use them on your kids ...,4,1
422,1.Great design2. Big battery 5000mah3. Big screen4. Great deal with respect to money5. Good feel6. Good earphones7. Powerful charger 8. Great processor 710AIE9. Good camera 32mp and triple camera  totally grateful experience with PRO,5,1
423,After 1 week of use I'm writing this.Pros:-1. Excellent Rear Camera 👌2. Good Volume output both speaker and earphones.3. Smooth Processing..712 processor doing great.4. Very Good Ram Management.5. Accurate Fingerprint Sensor.6. Dedicated Gaming Mode😎.7. Good Build quality.Cons:-1. Too much Saturation from Front Camera.2. Battery is Okay 😅 3. Display is Good but not that much great... we've other phones with AMOLED Displays at this Price Range.4. Not sure about the regular upda...,4,1
424,The best facilitated phone I have ever seen. The person who is passionate about the camera choose this phone as it had an excellent camera. The charging is very fast. As I use it in medium use so it goes till 2days. Value for money. Go for it.,5,1
425,Awesome mobile with good build quality. Display quality is too good. Camera is a major plus for this mobile. If ur a camera lover go for it. Good battery back up also,5,1
426,Must buy if ur camera lover this phone is baap of all other like poco voco 😒 vivo is best These are some photo samples,5,1
427,"The phone is supper , looking great slim light weight and attractive.  Camera is decent , especially ultra wide camera, selfie camera is also grest  , but some were it lackes originality it means it make our skin look whitish.  No doubt in selfie you look more beautiful than actual you.The phone is changed in 30 minutes , great but the battery drains very easily that means you have to carry charger with you if you are medium or heavy user, don't worry about it because it will fully charged i...",4,1
428,Awesome picture quality. Picture quality is superb compare to DSLR.  Battery wise also fast charging.overall I found a great deal.,5,1
429,"I was impressed with the camera quality both front and rear.I used high end Samsung phones like S8, S9plus & S10, but this phone is something different so light and with great image quality.",5,1
430,"If you are looking for camera phone in this price segment then must go for this.. as I purchased it after research of one month and finally got what I wanted.. 8gb, 128gb is another plus point.. rest things are normal like any phone can have.. this is overall a best camera phone after apple and one plus.",5,1
431,Awesome build quality & display is very good and specially front camera is unbelievable... And yes the most important thing is who delivered it...is very pollite behaviour... Nice phone,4,1
432,Beautiful phone nice display a good phone to buy. Most important thing it has anti finger spots at back glass,5,1
433,Nice products ❤️,4,1
434,"Phone is nice in look and design.Camera not up to markPerformance is great and advance in application and all other aspects.Battery is quite good.Sound quality, mice voice is really good.Display should be improved.Overall good purchase and almost satisfied after 7 days of use.Firsted delivery, not ever expected that delivery before schedule day.",4,1
435,Over-all it's a good phone but specifications should be more better as per the price. You can buy other brands smart phone with very good specs and also in low price,5,1
436,yes dual woLTE 2 jio sim and 18 w fast charging and Nice camera front and back I am very happy value for money 🥰🥰🥰...,4,1
437,I love this product ( vivo),5,1
438,Looking good. Camera quality is so good. I am very happy to buy this phone 😘😘.,5,1
439,Nice phone superb,5,1
440,Nice 👌,5,1
441,Value for money..... Flipcard service Suepr and Vivo mobile suepr duper...👏👏👍👍,5,1
442,Nice mobile,4,1
443,battery  back is not good because I checked my net off no more call received then also battery going down...... overall phone is  good shine 🔆 phone is  not battery backup is important it my request to company through  filpkart.......,3,0
444,Everything is good except battery life. In normal usage  battery life around 14 to 16 hours only. Vivo needs to provide update which improve 🔋 life. Other functions are superb camera excellent and almost 3.5GB RAM free so no lacking or hanging issues. Over all good choice for 📷 lovers.,3,0
445,if u r pub g lover then dont go with this phone processor is not good enough for the game,1,0
446,Everything is good except battery life. In normal usage  battery life around 14 to 16 hours only. Vivo needs to provide update which improve 🔋 life. Other functions are superb camera excellent and almost 3.5GB RAM free so no lacking or hanging issues. Over all good choice for 📷 lovers.,3,0
447,if u r pub g lover then dont go with this phone processor is not good enough for the game,1,0
448,Good,3,0
449,Mobile function China bed quality function,1,0
450,Very bad,2,0
451,Good,3,0
452,Good,3,0
453,Mobile function China bed quality function,1,0
454,Very bad,2,0
455,Good,3,0
456,"3 star for flipkart's better service..now lets hv review..vivo V7+ has some features better and some worst...betters are..1-camera's quality..2-looks of 5.99 inch display in size of 5.5 inch phone is attractive..3-no hybrid slot..ie memory card +2 sim also at same time.4-energetic blue color on back pannel looks good.5-sreen shot's function is very good. bt while taking long screen shot,all pages are joint to each other..at joint something cuts/missing of one ..and it looks like pages a...",3,0
457,"3 star for flipkart's better service..now lets hv review..vivo V7+ has some features better and some worst...betters are..1-camera's quality..2-looks of 5.99 inch display in size of 5.5 inch phone is attractive..3-no hybrid slot..ie memory card +2 sim also at same time.4-energetic blue color on back pannel looks good.5-sreen shot's function is very good. bt while taking long screen shot,all pages are joint to each other..at joint something cuts/missing of one ..and it looks like pages a...",3,0
458,Front camera s really great.. But back camera it doesn't he sat clarity... Battery stays long minimum 2 days... Quickly charged... No heating issue... But it doesn't support my official outlookapp mobileiron... Its not allowing to open day application for dat reason I am gvg this rating... Getting mobile cover ND tempered glass s bad experience... Everywhere only v7+ is available but not for v7...but overall good mobile...,3,0
459,"Good Mobile bt camera is ok,price also to high bt lookwise it awesome",3,0
460,Nice performances l love this phone ❣Display next level super smooth ❤Pop up camera super sensitive 👍I WAS REALLY LOVE THIS MOBILE ULTRA WIDE IS REALLY SUPER IT ALSO HAS SUPER SLOW MOTION AND SLOW MOTION IT WAS GOOD FOR FUN I REALLY ENJOY WITH THIS PHONE 😘😘😘😘😘😘😘,5,1
461,It works faster like a rocket device booster and gives sufficient information or data according to the needs. In my opinion it is a way to make possible an impossible.,5,1
462,Good in performance and camera... Good battery life about two days in 4g connectivity.... Front pop up camera is quiet impressive,5,1
463,"Phone was delivered in neat condition, This phone rocks as well no problem at all, phone comes with android 9 but today itself android 10 updated and UI looks very polished and i am very happy Thanks again to Huawei and Flipkart",5,1
464,nice,5,1
465,It has a great screen,5,1
466,Best mobile ever,5,1
467,Osm product the quality and function was too gud,5,1
468,Superb,5,1
469,"************Updated after 60 days use***************At first I wanna let you all know that this “HONOR HOLLY” is best competitor to Moto E, Redmi 1s & even Moto G (if you consider features from pricing point of view). In this price it is offering best in class features with Android Kitkat, 8MP rear & 2MP front camera, 16GB ROM, 1GB RAM & 1.3 GHz MT Quad-core processor.Now I’ll brief pros & cons of this masterpiece. PROS:• Nice build quality. Looks like any high-end smartphones. Rear pane...",5,1
470,"hey guys this is my review for those who are still hesitating to buy this phone because of ""Brand' and ""Price Tag'.awesome mobile awesome camera and flashlight is too good. flawless performance i have played 3 major games: Need for Speed MW,Asphalt 8 and FIFA 15,all games are loading preety well and running smoothly.Music Quality is above average, what you will not get in Micromax.and one important thing better than xiaomino heatng issue.Don't think Go for it.if you find my review use...",5,1
471,Got the mobile delivered in two days.TY flipkart and WSretailer for your speedy delivery. coming to mobile....  *13.x gb of 16gb available---Honor holly>>8gb redmi 1s only 4gb available user memory>>4gb moto e---only 2.x gb available  *Display clarity----->redmi 1s(marginal higher ppi)>Honor holly( 720p)>moto e(Fwvga)  *Processor-----Honor holly=redmi 1s(both quad core) > moto e(dual core)  *RAM-----same to all 1gb devices  *Camera---all cameras are worst in this segment but worth...,5,1
472,"Comparing the Spec with MOTO G 2nd gen, Huawei honor holly is good, So am planned to purchase the phone,  looking good, black & white combination is fantastic. price of the phone is 6999 Rs with free transcend 8GB  memory card.Suggestion to Flipkart : Please provide the Screen guards, Cases, Covers at the earliest of     honor holly",5,1
473,I received the phone a day after Diwali. Kudos to Flipkart for making it possible as they had mentioned they would send it by Nov. 7th. Now on to review : HONOR HOLLY (It comes from an iPhone 5 user for years)I bought this phone for my dad who has never used a touch phone nor has he ever been introduced to the word internet. Under my impression Android has always been confusing but Kit Kat 4.4.2 supported with Huawei emotion interface makes it a cake walk for any beginner to understand a ...,4,1
474,"Hello everyone, I'm sharing my review about this product that hopefully help you making quick decision to purchase Huawei Holly. About Quality-> I feel this cellphone is delicate, thin and light weight with glossy white back cover and decent bright color display. About Software:-> Thank god, this cellphone does not have extra pre-installed apps except Flipkart app. (because app consume ram space and that really low down cellphone performance and may create heat-up issue. About Hardware:...",5,1
475,"Firstly would like to tell you that i'm an owner of both the phones. Previously owned redmi but really got tired of the phone and since i coudn't return it, i also bought a Honor holly after taking part time jobs for a month.Also i would like to state that this review is not for purposes acknowledging 'which phone is better'. It's just a generous review by my experence that i had faced with both the phones and made a final verdict. Before going ahead and taking a 'casual' attitude and giving...",5,1
476,"Hi everyone,                 I got this product on the next day after my order without any urgent shipping options. The actual time in between my order and  delivery is 25 hours only.So,I  would like to give 1000 stars to flipkart's service. No other e-commerce websites can act like these peoples,that much fast delivery... KUDOS to that..                 Now,coming to the phone review.In one word,it would be described as the title I have given.. ""A trust-able Mobile phone within an unbeliev...",5,1
477,Nice looking blue colour nice camera nice performance all over superb phone...,5,1
478,Using this phone for almost one week. This device offers great specifications in the budget segment. Here are my reviews about the phone :-1) Battery - A full charge lasts for almost two days on normal usage.2) Camera - Camera is awesome for the price.. The portrait shots perfectly work with humans (blur level 1)..and found some irregular blurring with objects and animals..see the attached photos. Front camera is also great and we get many modes and watermark in the camera app.3) Display ...,4,1
479,Nice and Delivery very super Best Price Flip kart online very super,4,1
480,Blue looks super cool and the displays flatters a bold face. Delivery was super fast and hassle-free!,5,1
481,good phone but selfie cam have less clarity  back cam super and  good audio good display,4,1
482,Awesome phone in this budget.. Superb camara.. Super colour.. 🤩 🤩.. After 2 months use its too good.. Paisa wassool phone,5,1
483,"Huawei Honor 7A Advantages (Pros): Huawei Honor Android OS, v8.0(Oreo).5.7-inch IPS LCD capacitive touchscreen and Multitouch. Better viewing experience.HD resolution (~282 PPI pixel density)Dual SIM (Nano-SIM, dual stand-by).2/3 GB RAM for multitasking.Octa-core processor.Qualcomm Snapdragon 430 Chipset.Internal memory of 16/32 GB and expandable memory is supported up to 256 GB (uses dedicated slot) – dual SIM model only.Dual 13 MP + 2 MP rear camera with additional features like f/...",4,1
484,"Here is my review post using the phone for 2 days, will update the review in case of any changes observed in the performance. Body (Rating - 3/5) : reasonable plastic body, does not gives a premium finish however looks good. Finger prints are left behind easily and it is quite a task to get them cleaned up however its good considering the budget factor. Display / Screen (Rating – 2.7/5): 13.84 cm (5.45 inch) Display, colors are bright and easy on the eyes, angle view is also good consider...",4,1
485,This is My Review after 2 days of handling. I think it is good phone for a starter. If you are changing from keypad to smartphone it is a good option. There is not at all a heating problem. I got an update and it really improved the device . I had bought J I O but they were saying the cashback was not there. Mainly when we use J I O our phone will heat but there is not a problem like that. I give full guarantee in buying this. Really nice camera and battery. Thank you Flipkart for your sincer...,5,1
486,A good budget phone. its a really good looking device that won't cost too much. even it's don't have a metal body but feels really good in hand. the total form factor does not gives any bulk to the phone and it's really easy to use in one hand with a big 5.45 inch screen. display is also good with good colours and brightness. 13 MP camera do click good photos in good lighting conditions and the front camera is also good with some options like beauty mode with a front flash.  phone have decent...,4,1
487,nice phone camera is good honor is great phone😎😎😎😎,5,1
488,It a budget phone. Good in a price of 6999. I used honer 6x.i hope honer 7s....,5,1
489,"This product is a good stmart phone and low money value all future and big battery ,super camera ....My best smart phone Honor 7s ..😋😋",5,1
490,"Only draw back is  less battery capacity. Cannot handle games. But games like pubg runs smooth. Only trouble is the battery. For me, I am gamer and some social media's, it last for 5-6 hours. Fantastic choice. Fantastic camera fantastic display. Choose this if you are tight on budget and you will not regret. Face regognition is smooth. Absolutely fine",4,1
491,I like honor s7 is is very best pic and good mobileI'm happy to honar s7Thank youFlipkart,5,1
492,awesome phone in this price ... MA sister just loved it it's her first phone ... most adorable phone n even best colour only thing is earphones not available,5,1
493,the most most very amazing works this mobile and i enjoy this great. and this the best handset according to me and i will appreciate this handset.,5,1
494,"I enjoyed the photos clarity and cpu performance of phone. I bought at 15kCons:*Display brightness low at day time*Average battery life*I received faulty product ( GPS not at all working)* No inbuilt video calling features via jio volte* GPU performance is average*No speed charger provided in box, normal 5v/2A chargingPros:*CPU performance is super like Snapdragon 821 or 835*Phone design is sexy but need to carefull with glasses*Rear Camera is best under 25k, Selfie is best clarit...",4,1
495,"Short and simple review:Pros1. Eye catcher. Amazing looks2. Perfect size. Not too large not too small.3. Great screen. Amazing color output.4. Outstanding camera.5. EMUI is wonderful. It takes time to get used to but its really precise, functional & efficient.6. Kirin processor is great. There is slight heat but its only normal.7. Speedy fingerprint sensor and useful for other functions.8. IR Blaster is really nifty with the built in app having profiles for most devices in the world...",5,1
496,Hi...AllColor...shapire blue colour of honor 8 is awesome. Camera...quality of picture is very good and front camera also giving the details.Memory..32 gb internal...4gb ram with 128 gb external memory is making this device great.Display....colour combination is very good with ltps lcd display.It is a very premium looking device and you will feel good in your hand.Very fast finger print and also it is a smart button you can use for multi task.Both side is with glass...and it will be sl...,5,1
497,"Awesome looks, great build quality, fantastic EMOUI, value for money features. Only con is it's slippery as hell. Using a cover hides it's beauty.But at no tables did it not turn heads.Totally happy about it.",5,1
498,"This is what I was looking for...awesome looks,   stylish logo, dual cam, great specs, reasonable price, honor brand, 2year warranty, VIP card, rare gem, one of its kind blue sapphire color, expandable up to 128GB, 15 layer crystal glass also slippery, 3 month screen damage warranty, feels like Samsung edge and iPhone 6s, amazing speaker, NFC.....................love you honor...I have used honor holly, honor 6, honor 5x and now honor 8 ...so without a doubt I am big fan of honor brand........",5,1
499,"I'll Explain in the end, why 3*  after having everything perfect except one. But that one is too risky to handle.This phone looks fantastic and works like a charm. Out of the crowd it actually stands out.Regarding reliability of hardware from honor, i can say that I'm using honor 6 from last 2yrs & I still find it my best companion until i had a hold on this gorgeous Honor 8FYI: I used honor 6 parallel to Galaxy note 3 cons:Its single simWorst thing is its glasses on front and back ar...",5,1
500,"This is truly a masterpiece , awesome design and craftmanship. The 2.5 D glass on the back makes a premium appeal to its looks. I bought sapphire blue which is sheer pleasure and a head turner. Performance is also awesome and not to forget the Price Tag , this is one of the best handsets in all aspects. Below are the Pros and Cons of HONOR8-Pros-1. Stunning design, 2.5D glass craftmanship.2. Incredible performance & beats S7 edge and One Plus3.3. Awesome camera, both rear and front.4. S...",4,1
501,It's been about 10 days since the purchase and being my first Honor phone I must say I'm very impressed with this phone. I'm not much of a gamer so this review is not based on the gaming performance although I only played temple run and it was a flawless experience! Likes1. Smooth performance without any lags or abrupt closing of apps. 2. Primary camera performance is awesome in pro mode.3. Screen looks awesome and is good to view in daylight as well if the brightness is set to nearly 50...,5,1
502,amazing ...simply amazing in the feel..too good to handle and just feels so rich in handling. Runs smooth with the interface (emui).  Very nice fingerprint sensor.highly recommend to buy this phone(especially blue version),5,1
503,"LTPS display is very share and smooth feel.Finger print sensor is very responsive even with the slight touch.Brilliant design. Stunning look. Reflects in sunlight.Good build quality.Battery backup is 1 day on heavy usage with data/wifi on.Rear DSLR picture quality, front camera is mind blowing.Kirin 950 processor is lag free. Can handle multiple apps. Very fast software/applications response.More fun with EMUIReally worth for 30K.It would have been flagship killer if Honor 8...",5,1
504,"If you want a phone that looks good,Performs well enough for the money that it costs and a good battery back up..There is no phone that is better at this than Honor 9n ryt now",5,1
505,super phone and best of value for money  and beautiful notch good phone and slim and sexy,5,1
506,"damn Awesome phone!! Design is very premium compare to Mi phones. Nice small size device. Notch looks amazing.I have Redmi note 5 pro and I got this phone because I wanted small size phone. Emui is very smooth.  very responsive fingerprint and face unlock. Battery  is 3000mah, sounds less right? but trust me battery backup is amazing I was able to use it 1 and half day! Coming to camera, it's very sharp compare to Redmi Note5p, also very interesting inbuilt camera features. front camera i...",5,1
507,"Exceptional phone at this price... A detailed review i will update at later poutn of time... But for now its worth..  Camera :You can see the details very clearly as well as in the attached pic, the shallow depth of field gives clear view to the subject, pops out clearly..  Sound quality : good without earphone plugged in, they could have given a better sound driver as in earphones plugged in it doesnt give rich bass, but still its descent. Rear view of the phone looks stunning, a premium fin...",5,1
508,"beautiful phone,quick delivery within 2 days..look is awesome ,camera is nice,battery couldn't say as just received my phone still works quite good..this purple color with reflection glass at d bck is amazing..vl be sharing some pics for you guys as pics shown on flipkart is little different..but in originality looks more beautiful then pics in flipkart..must buy for this price..people u wanna sexy phn can go for this",5,1
509,"I bought this phone in the 1st sale. I bought 4gb ram 64gb memory variant. After using this for 1 month I'll conclude all the good and bad things following-Display- Display is amazing. color reproduction is too good. If i talk about display it has one of the best display in this range.Design- Phone is quite handy. Looks are great. Back is slippery because of glass. Otherwise, design is good.Processor- Processor is good, but not as good as snapdragon's processor. Heats up while playing heav...",4,1
510,1)amazing display In love this notch 2)and and they Huawei is providing notch in a  very good price range 3)amazing selfie camera 4)processor is little old but no lag no any issues regarding process you can play all high games you want to play 5)battery backup is not that great 6)fingerprint and face unlock are very fast 7)overall a great purchase in this price range 8) I suggest you to go for this phone amazing looks and good specifications 9)happy with purchase,5,1
511,"Awesome display, superb design with notch display,but battery performance is average and camera is good as that price. I think the best  variant is 4GB 64GB.",5,1
512,"Superb mobile Thanks Honor for such a massive product Made again...mobile was not having any heating essue, lagging essue and hanging essue... And very happy with the notch it was very interesting and glossive looky at this price... Display was amazing... camera was Fantastic...The mobile comes with the kirin 659 was one of the faster processor and having chipset of cortex A53 octa core 2.3 GHz which makes mobile run faster..... Back side of mobile(blue model) is very attractive.....Pros:...",4,1
513,"If you want a phone that looks good,Performs well enough for the money that it costs and a good battery back up..There is no phone that is better at this than Honor 9n ryt now",5,1
514,super phone and best of value for money  and beautiful notch good phone and slim and sexy,5,1
515,"damn Awesome phone!! Design is very premium compare to Mi phones. Nice small size device. Notch looks amazing.I have Redmi note 5 pro and I got this phone because I wanted small size phone. Emui is very smooth.  very responsive fingerprint and face unlock. Battery  is 3000mah, sounds less right? but trust me battery backup is amazing I was able to use it 1 and half day! Coming to camera, it's very sharp compare to Redmi Note5p, also very interesting inbuilt camera features. front camera i...",5,1
516,"Exceptional phone at this price... A detailed review i will update at later poutn of time... But for now its worth..  Camera :You can see the details very clearly as well as in the attached pic, the shallow depth of field gives clear view to the subject, pops out clearly..  Sound quality : good without earphone plugged in, they could have given a better sound driver as in earphones plugged in it doesnt give rich bass, but still its descent. Rear view of the phone looks stunning, a premium fin...",5,1
517,"beautiful phone,quick delivery within 2 days..look is awesome ,camera is nice,battery couldn't say as just received my phone still works quite good..this purple color with reflection glass at d bck is amazing..vl be sharing some pics for you guys as pics shown on flipkart is little different..but in originality looks more beautiful then pics in flipkart..must buy for this price..people u wanna sexy phn can go for this",5,1
518,"I bought this phone in the 1st sale. I bought 4gb ram 64gb memory variant. After using this for 1 month I'll conclude all the good and bad things following-Display- Display is amazing. color reproduction is too good. If i talk about display it has one of the best display in this range.Design- Phone is quite handy. Looks are great. Back is slippery because of glass. Otherwise, design is good.Processor- Processor is good, but not as good as snapdragon's processor. Heats up while playing heav...",4,1
519,1)amazing display In love this notch 2)and and they Huawei is providing notch in a  very good price range 3)amazing selfie camera 4)processor is little old but no lag no any issues regarding process you can play all high games you want to play 5)battery backup is not that great 6)fingerprint and face unlock are very fast 7)overall a great purchase in this price range 8) I suggest you to go for this phone amazing looks and good specifications 9)happy with purchase,5,1
520,"Awesome display, superb design with notch display,but battery performance is average and camera is good as that price. I think the best  variant is 4GB 64GB.",5,1
521,"Superb mobile Thanks Honor for such a massive product Made again...mobile was not having any heating essue, lagging essue and hanging essue... And very happy with the notch it was very interesting and glossive looky at this price... Display was amazing... camera was Fantastic...The mobile comes with the kirin 659 was one of the faster processor and having chipset of cortex A53 octa core 2.3 GHz which makes mobile run faster..... Back side of mobile(blue model) is very attractive.....Pros:...",4,1
522,"If you want a phone that looks good,Performs well enough for the money that it costs and a good battery back up..There is no phone that is better at this than Honor 9n ryt now",5,1
523,super phone and best of value for money  and beautiful notch good phone and slim and sexy,5,1
524,"damn Awesome phone!! Design is very premium compare to Mi phones. Nice small size device. Notch looks amazing.I have Redmi note 5 pro and I got this phone because I wanted small size phone. Emui is very smooth.  very responsive fingerprint and face unlock. Battery  is 3000mah, sounds less right? but trust me battery backup is amazing I was able to use it 1 and half day! Coming to camera, it's very sharp compare to Redmi Note5p, also very interesting inbuilt camera features. front camera i...",5,1
525,"Exceptional phone at this price... A detailed review i will update at later poutn of time... But for now its worth..  Camera :You can see the details very clearly as well as in the attached pic, the shallow depth of field gives clear view to the subject, pops out clearly..  Sound quality : good without earphone plugged in, they could have given a better sound driver as in earphones plugged in it doesnt give rich bass, but still its descent. Rear view of the phone looks stunning, a premium fin...",5,1
526,"beautiful phone,quick delivery within 2 days..look is awesome ,camera is nice,battery couldn't say as just received my phone still works quite good..this purple color with reflection glass at d bck is amazing..vl be sharing some pics for you guys as pics shown on flipkart is little different..but in originality looks more beautiful then pics in flipkart..must buy for this price..people u wanna sexy phn can go for this",5,1
527,"I bought this phone in the 1st sale. I bought 4gb ram 64gb memory variant. After using this for 1 month I'll conclude all the good and bad things following-Display- Display is amazing. color reproduction is too good. If i talk about display it has one of the best display in this range.Design- Phone is quite handy. Looks are great. Back is slippery because of glass. Otherwise, design is good.Processor- Processor is good, but not as good as snapdragon's processor. Heats up while playing heav...",4,1
528,1)amazing display In love this notch 2)and and they Huawei is providing notch in a  very good price range 3)amazing selfie camera 4)processor is little old but no lag no any issues regarding process you can play all high games you want to play 5)battery backup is not that great 6)fingerprint and face unlock are very fast 7)overall a great purchase in this price range 8) I suggest you to go for this phone amazing looks and good specifications 9)happy with purchase,5,1
529,"Awesome display, superb design with notch display,but battery performance is average and camera is good as that price. I think the best  variant is 4GB 64GB.",5,1
530,"Superb mobile Thanks Honor for such a massive product Made again...mobile was not having any heating essue, lagging essue and hanging essue... And very happy with the notch it was very interesting and glossive looky at this price... Display was amazing... camera was Fantastic...The mobile comes with the kirin 659 was one of the faster processor and having chipset of cortex A53 octa core 2.3 GHz which makes mobile run faster..... Back side of mobile(blue model) is very attractive.....Pros:...",4,1
531,"The packing is very good and phone is much better in that price range, better camera and gaming performance is best and the look is amazing",5,1
532,"Honor 8 x 6gb ram , 64gb  Excellent product Color niz look Camera clear  awesome Battery goodIts kirin 710 processor Dedicated sim slotAbsolutely worthy product",5,1
533,Dear flipkart I don't expect this from you your seller shipped this product in a cover my previous all products send you in a safe packaging box but now what happens to you you know this is a phone so need more safe covering but you don't provide that I totally disappointed to that phone is good and theirs performance is best so don't do that type of packing again,4,1
534,"Love this phone...superb camera and display. Battery is good too last for a day if charged once in the morning, it's night mode is good too helps to click really good pictures at night and amazing photos with the Al camera . The performance is nice, it doesn't support fast charging even though you wouldn't notice that much because the phone charges faster than expected . I'm using it for 2 months now and didn't find any issues with it and the best part is it doesn't get heat up like other pho...",4,1
535,"Amazing performance, high quality images with excellent colour reproduction with automatic scene detection, battery gets quickly charged even though it doesn't support quick charging, game acceleration mode is available to increase gaming performance, headphone selection options available, good speakers, call quality is excellent, perfect in looks.              Cons: bigger mobile hence difficult to use in one hand, battery drains a bit fast when gaming.",5,1
536,"The one thing that was missing from the smartphones for the last two years i.e. Dedicated memory card slot has been brought to you back by Honor 8x again. I dont need to need mention the other fetaures here. 6 GB RAM+ 128 GB internal combo along with a extra slot for a memory card and Kirin 710 processor is a beast. Be aware RedMI, be aware.",5,1
537,"Love the phone. great battery life, touch screen and very fast. And it was a breeze to transfer data from my old phone by using their app. two thumbs up",5,1
538,"overall look is great.performance is great.battery backup is good.even though primary cam (dual cam with 20+ 2mp)  ,can be rate 4/5.dispaly is just awesome.loud speakers is also appreciable.it has good screen to body ratio(91%).design 4.7/5no usb-c type portdoesn't support fast charging(2.3hrs for full charge)doesn't support 4k videos.",4,1
539,"Nothing to say this a very good product. Battery life is awesome, camera is too good, sound is good but need to improve the quality. Otherwise this is a very good product, value for money",5,1
540,Got phone one month ago. I am very happy with this phone at this price point. Very good camera front and back both. Battery backup is good too. Also I like face detection technology in this phone. I captured some pictures during my dubai trip which is upto the mark.,5,1
541,Honor 9 lite nice  product to buy. worth for money. Camera like dslr... Really superb camera quality. Easy to handle this smartphone. Good smartphone for me.,5,1
542,Very nice phone.. Camera is just awesome... Complte dslr mode.. I have attached the pic clicked by this phone.. Battery is just okk i wnted fast charging  But its fine its takes one n half hr to  get fully charged.. N lastly thnku for the back cover.. Camera is love😍,5,1
543,One Word It's Fantastic.. You loved this phone..Looking Best.. Gr8 Display.. Fast prossesor.. Good battery backup..So Go For It.. Without any single word in mind.. Its my first phone from Honor.. So Thanks Flipkart.. For Fastest Delivery..,5,1
544,"A very good product from honor... Its features are:1.Good front and back camera. It shoots nice qjality pictures.. Bokeh mode is perfect. 2. It has amazing looks and nice 2.5D curved glass. 3.It experiences very good quality sound.  4.Fingerprint censor is very fast and best in this range. Face lock is very quick. 5.Display and resolution is just awesome. 6. The phone is very fast, and processes things very faster. It also has a lot of space. It doesn't even hang a bit.            Only the ba...",5,1
545,"Used a lots of phone in the past few years, but Honor 9 Lite 4GB 64GB is the best phone I have got till date. It's UI is mind blowing. Camera quality is more then superb. And when it comes to style, it has no competition till date. It's the best phone one can have. Love it. Love You Honor for giving us such a device.",5,1
546,"Am using t phone for the last 4 days. Its a very good phone, in its design, colour, build quality  and its performance. Front camera is better than rear one, by taking photos in normal mode. By taking photos in moving camera mode (as in i phone) & wide aperture mode in rear camera the pics are very nice. Its ram performance was very good, without any lag while playing games and installing  more aps. Its very handy phone due to its 5.6inch screen. Battery performance was very good(continuously...",5,1
547,There is no words to say about Honor 9 lite.. such a great design.. i used many mobiles incl iPhone but this is mobile.. everything is perfect creation.. dual Camera features is awesome..,5,1
